id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only
163,"Links at Sherwood, The",3434 E Kiehl Ave,Sherwood,AR,72120,,USA,Pulaski,501,5119,4400,,CST,Y,34.8824,34.830359,-92.2206,-92.19441,(501) 833-8010,Y,Y,9,Semi-private,1996,Lindy Lindsey,Open all year,Open,No tank tops or cutoffs,$6.00-$10.00,$10 wknd,Yes,,,,,,,
164,Sheridan Golf & Country Club,Rural Route 2,Sheridan,AR,72150,,USA,Grant,870,5053,,,CST,Y,34.3151,34.3070406,-92.3357,-92.4012654,(870) 942-2688,Y,Y,9,Private,1966,Bill Martin,Open all year (closed on Mondays),Reciprocal,No dress code,$15.00,,,,,,,,,
165,Searcy Country Club,Country Club Rd,Searcy,AR,72143,,USA,White,501,5145,,,CST,Y,35.2662,35.2411492,-91.8491,-91.7755642,(501) 268-8577,Y,N,18,Private,1961,N/A,Open all year,Reciprocal,No tank tops or cutoffs,$20.00-$25.00,,,,,,,,,
166,Russellville Country Club,Arkansas 7,Russellville,AR,72801,,USA,Pope,479,5115,,,CST,Y,35.2872,35.2755631,-93.0945,-93.1337601,(501) 968-2660,Y,N,18,Private,1926,N/A,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no other requirements",$25.00,$15 wknd,1 days,,,,,,,
167,Little Creek Recreation Club,Arkansas 22,Ratcliff,AR,72951,,USA,Logan,479,5083,,,CST,Y,35.2568,35.3079537,-93.8356,-93.8876228,(501) 635-5551,Y,N,9,Semi-private,0,N/A,Open all year,Open,"Collared shirt, no other requirements",$12.00-$14.00,,,,,,,,,
168,Prairie Creek Country Club,Arkansas 12 &amp; Country Club Rd,Rogers,AR,72756,,USA,Benton,479,5007,2580,,CST,Y,36.3725,36.3402587,-94.0691,-94.0645435,(501) 925-2414,Y,Y,18,Semi-private,1968,Joe Finger,Open all year,Open,No tank tops or cutoffs,$9.00-$18.00,,,,,,,,,
169,Pinnacle Country Club,3 Clubhouse Dr,Rogers,AR,72758,,USA,Benton,479,5007,2580,,CST,Y,36.3033,36.2961019,-94.1255,-94.197592,(501) 273-0555,Y,Y,18,Private,1990,Donald Sechrest,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$120.00,$39.84 wknd,6 days,,,,,,,
170,Lost Springs Golf & Athletic Club,3024 N 22nd St,Rogers,AR,72756,,USA,Benton,479,5007,2580,,CST,Y,36.3725,36.3621849,-94.0691,-94.1483839,(501) 631-9988,Y,Y,18,Private,1992,Lindy Lindsey,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",,,2 days,,,,,,,
171,Prescott Country Club,Hwy 67 S,Prescott,AR,71857,,USA,Nevada,870,5099,,,CST,Y,33.8202,33.849403,-93.34,-93.346223,(870) 887-5341,Y,Y,9,Semi-private,1969,Al Rayford,Open all year (closed on Mondays),Open,Shirt and shoes required,$15.00-$20.00,,,,,,,,,
172,Galla Creek Golf Course,Arkansas 247,Pottsville,AR,72858,,USA,Pope,479,5115,,,CST,Y,35.2181,35.2363309,-93.0529,-93.0513168,(501) 890-6653,Y,Y,18,Semi-private,1994,James Mackey,Open all year,Open,No tank tops or cutoffs,$15.00,$15 wknd,Yes,,,,,,,
173,Walnut Lake Country Club,1 Railroad,Pickens,AR,71662,,USA,Desha,870,5041,,,CST,Y,33.8021,33.8437538,-91.3887,-91.4918289,(870) 382-4388,Y,Y,9,Private,1944,N/A,Open all year (closed on Mondays),Closed,No dress code,$10.00,,,,,,,,,
175,Paragould Country Club,3300 Pruett's Chapel Rd,Paragould,AR,72450,,USA,Greene,870,5055,,,CST,Y,36.0612,36.0584021,-90.5641,-90.4973286,(870) 239-2328,Y,Y,18,Semi-private,1965,Alfred Herget & Junie Dow,Open all year,Open,No tank tops or cutoffs,$25.00,,,,,,,,,
176,Riverlawn Country Club,W State Highway 140 &amp; Country Club Rd,Osceola,AR,72370,,USA,Mississippi,870,5093,,,CST,Y,35.6763,35.6981464,-90.0131,-90.0179396,(870) 563-1221,Y,N,9,Private,1988,Joe Finger,Open all year (closed on Mondays),Reciprocal,No tank tops or cutoffs,$12.00,,,,,,,,,
177,Village Creek Golf Club,Old Highway 145,McCrory,AR,72101,,USA,Woodruff,870,5147,,,CST,Y,35.2139,35.405805,-91.1509,-91.0741908,(870) 523-9676,Y,N,18,Private,0,N/A,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no other requirements",$10.00-$20.00,,,,,,,,,
178,Newport Country Club,703 Walker Dr,Newport,AR,72112,,USA,Jackson,870,5067,,,CST,Y,35.5678,35.599046,-91.2073,-91.269229,(870) 523-8904,Y,Y,18,Private,1963,Ed Ault,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00,$25 wknd,1 days,,,,,,,
179,Nashville Country Club,283 Country Club Rd,Nashville,AR,71852,,USA,Howard,870,5061,,,CST,Y,34.0245,33.933889,-93.9116,-93.895582,(870) 845-9992,Y,Y,18,Private,1920,Tom Shaw & John Rigsby,Open all year,Reciprocal,Shirt and shoes required,$7.50-$20.00,$20 wknd,Yes,,,,,,,
181,Twin Lakes Golf Club,70 Elk Way,Mountain Home,AR,72653,,USA,Baxter,870,5005,,,CST,Y,36.2902,36.352516,-92.3897,-92.355678,(870) 425-2028,Y,Y,18,Semi-private,1959,Herman Hackbarth,Open all year,Open,No tank tops or cutoffs,$12.00-$22.00,$70 wknd,14 days,,,,,,,
182,Big Creek Golf & Country Club,452 Country Club Dr,Mountain Home,AR,72653,,USA,Baxter,870,5005,,,CST,Y,36.2902,36.3190301,-92.3897,-92.41886,(870) 425-8815,Y,Y,18,Semi-private,1999,"Ault, Clark & Associates",Open all year,Open,"No denim, collared shirt and bermuda shorts required",,$55 wknd,Yes,,,,,,,
183,Morrilton Country Club,Hwy 64,Morrilton,AR,72110,,USA,Conway,501,5029,,,CST,Y,35.227,35.16842,-92.6879,-92.768467,(501) 354-0324,Y,Y,18,Private,1963,N/A,Open all year (closed on Mondays),Reciprocal,Shirt and shoes required,$7.50-$15.00,$20 wknd,Yes,,,,,,,
184,Monticello Country Club,Arkansas 35,Monticello,AR,71655,,USA,Drew,870,5043,,,CST,Y,33.5819,33.6175861,-91.7907,-91.7461522,(870) 367-0384,Y,Y,9,Private,0,N/A,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$10.00-$12.50,$17 wknd,Yes,,,,,,,
187,Delta Country Club,Hwy 4 E,McGehee,AR,71654,,USA,Desha,870,5041,,,CST,Y,33.6386,33.600565,-91.3646,-91.335961,(870) 222-6622,Y,N,9,Private,1946,N/A,Open all year (closed on Mondays),Closed,No dress code,$10.00,$13 wknd,Yes,,,,,,,
188,Plantation Golf Club,938 Arkansas 365,Maumelle,AR,72113,,USA,Pulaski,501,5119,4400,,CST,Y,34.8504,34.883356,-92.3916,-92.3904625,(501) 851-6291,N,N,18,,1999,Mark Ramer,Open all year,Open,"Collared shirt, no other requirements",$20.00-$25.00,$40 wknd,5 days,,,,,,,
189,Maumelle Country Club,100 Club Manor Dr,Maumelle,AR,72113,,USA,Pulaski,501,5119,4400,,CST,Y,34.8504,34.842661,-92.3916,-92.421951,(501) 851-3700,Y,N,18,Private,1969,Ed Ault,Open all year (closed on Mondays),Only with a Member,"No denim, collared shirt required",$45.00-$55.00,$40 wknd,2 days,,,,,,,
190,"Country Club of Arkansas, The",3 Country Club Cir,Maumelle,AR,72113,,USA,Pulaski,501,5119,4400,,CST,Y,34.8504,34.845719,-92.3916,-92.3976349,(501) 851-0095,Y,Y,18,Semi-private,1996,Bobby Miller,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$22.00-$35.00,$35 wknd,7 days,,,,,,,
191,Marion Lakes Golf & Athletic Club,Club Cir,Marion,AR,72364,,USA,Crittenden,870,5035,4920,,CST,Y,35.2209,35.1967188,-90.1871,-90.2049874,(870) 739-6305,Y,N,18,Private,1997,Lyndy Lindsey,Open all year,Reciprocal,"Collared shirt, no cutoffs, denim OK",$20.00-$25.00,$20 wknd,3 days,,,,,,,
192,Marianna Country Club,U.S. 79,Marianna,AR,72360,,USA,Lee,870,5077,,,CST,Y,34.7863,34.7920724,-90.8138,-90.7455229,(870) 295-5270,Y,N,9,Private,1964,N/A,Open all year,Reciprocal,No dress code,$15.00,$15 wknd,Yes,,,,,,,
193,Big Lake Country Club,Arkansas 77,Manila,AR,72442,,USA,Mississippi,870,5093,,,CST,Y,35.8502,35.8077888,-90.2052,-90.1781086,(870) 561-9988,N,N,9,Semi-private,1959,N/A,Open all year,Open,Shirt and shoes required,$12.00-$20.00,$10.50 wknd,Yes,,,,,,,
194,Malvern Country Club,Clear Creek Rd - Rural Route 1,Malvern,AR,72104,,USA,Hot Spring,501,5059,,,CST,Y,34.3189,34.3623149,-92.8629,-92.8129462,(501) 337-1482,N,Y,18,Private,1956,N/A,Open all year,Reciprocal,No tank tops or cutoffs,$10.00-$25.00,$25 wknd,Yes,,,,,,,
195,Magnolia Country Club,1711 Hwy 79 S,Magnolia,AR,71753,,USA,Columbia,870,5027,,,CST,Y,33.2253,33.195808,-93.2572,-93.211922,(870) 234-2125,Y,N,18,Private,1953,Herman Hackbarth,Open all year (closed on Mondays),Reciprocal,No tank tops or cutoffs,$10.00-$26.00,$15 wknd,Yes,,,,,,,
196,Lil' bit a Heaven Golf Club,Route 1,Magazine,AR,72943,,USA,Logan,479,5083,,,CST,Y,35.1687,35.1509249,-93.7897,-93.8068652,(501) 969-2203,N,N,18,Semi-private,1992,Jack Fleck,Open all year,Open,No tank tops or cutoffs,$8.00-$12.00,$12 wknd,3 days,,,,,,,
198,Western Hills Country Club,5207 Western Hills Ave,Little Rock,AR,72204,,USA,Pulaski,501,5119,4400,,CST,Y,34.7174,34.6998,-92.3575,-92.355967,(501) 565-5830,Y,N,18,Semi-private,1961,Herman Hackbarth,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$8.60-$16.66,$40 wknd,7 days,,,,,,,
201,Third Nine Course at Pleasant Valley Country Club,1 Pleasant Valley Dr,Little Rock,AR,72212,,USA,Pulaski,501,5119,4400,,CST,Y,34.8086,34.777107,-92.4411,-92.408688,(501) 225-2234,Y,Y,27,Private,1969,Joe Finger,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda short required",$35.00-$50.00,,,,,,,,,
202,North Hills Country Club,7400 Arkansas 107,Sherwood,AR,72120,,USA,Pulaski,501,5119,4400,,CST,Y,34.8824,34.822104,-92.2206,-92.227393,(501) 835-4959,Y,N,18,Private,0,N/A,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00-$40.00,$55 wknd,7 days,,,,,,,
205,Country Club of Little Rock,4200 Country Club Blvd,Little Rock,AR,72207,,USA,Pulaski,501,5119,4400,,CST,Y,34.7738,34.7717673,-92.3401,-92.3231384,(501) 663-4189,Y,N,18,Private,1910,Herman Hackbarth,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$40.00-$50.00,$50 wknd,Yes,,,,,,,
206,Founders Course at Chenal Country Club,10 Chenal Club Blvd,Little Rock,AR,72223,,USA,Pulaski,501,5119,4400,,CST,Y,34.7463,34.78057,-92.2894,-92.474651,(501) 821-4141,Y,Y,36,Private,1990,"Robert Trent Jones, Jr.",Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$85.00,,,,,,,,,
208,Sage Meadows Golf Course,4406 Club House Dr,Jonesboro,AR,72401,,USA,Craighead,870,5031,3700,,CST,Y,35.8107,35.8422967,-90.7399,-90.704279,(870) 932-4420,Y,Y,18,Semi-private,1998,Kevin Tucker,Open all year,Open,"Collared shirt, no other requirements",$16.00-$35.00,,,,,,,,,
209,RidgePointe Country Club,2510 Ridgepointe Dr,Jonesboro,AR,72404,,USA,Craighead,870,5031,3700,,CST,Y,35.7942,35.8111245,-90.7237,-90.7688872,(870) 931-4114,Y,N,18,Private,1995,Dave Bennett,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda short required",$15.00-$40.00,,,,,,,,,
211,Links at Jonesboro,1424 Links Dr,Jonesboro,AR,72404,,USA,Craighead,870,5031,3700,,CST,Y,35.7942,35.7941723,-90.7237,-90.6857205,(870) 932-2578,Y,Y,9,Semi-private,1997,Lindy Lindsey,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$10.00-$15.00,$15 wknd,Yes,,,,,,,
213,Jonesboro Country Club,1408 E Nettleton Ave,Jonesboro,AR,72401,,USA,Craighead,870,5031,3700,,CST,Y,35.8107,35.8285381,-90.7399,-90.6924043,(870) 932-2410,Y,N,18,Private,1935,Bill Martin,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$40.00-$60.00,$60 wknd,2 days,,,,,,,
214,Deer Run Golf Course,1075 Jacksonville-Cato Rd,Sherwood,AR,72120,,USA,Pulaski,501,5119,4400,,CST,Y,34.8824,34.8720732,-92.2206,-92.1963974,(501) 987-6825,Y,N,18,Military,1964,N/A,Open all year,Closed,No tank tops or cutoffs,$7.00-$9.00,$36 wknd,2 days,,,,,,,
215,Foxwood Country Club,701 Foxwood Dr,Jacksonville,AR,72076,,USA,Pulaski,501,5119,4400,,CST,Y,34.9092,34.888719,-92.1561,-92.081165,(501) 982-1254,N,N,18,Semi-private,1971,N/A,Open all year,Open,No tank tops or cutoffs,$15.00-$25.00,$25 wknd,3 days,,,,,,,
216,Oakridge Golf Course,W Hwy 74,Huntsville,AR,72740,,USA,Madison,479,5087,,,CST,Y,36.1138,36.086187,-93.723,-93.7413032,(501) 738-6401,Y,N,9,Semi-private,1986,N/A,Open all year,Open,Shirt and shoes required,$8.00-$12.00,$12 wknd,Yes,,,,,,,
218,Ponce de Leon Course at Hot Springs Village,895 De Soto Blvd,Hot Springs Village,AR,71909,,USA,Garland,501,5051,,,CST,Y,34.6716,34.670073,-92.9269,-92.9634046,(501) 922-5533,Y,Y,108,Private,1991,Tom Clark,Open all year,Closed,No tank tops or cutoffs,$37.00,,,,,,,,,
223,Diamante Golf Course,2000 Country Club Dr,Hot Springs,AR,71909,,USA,Garland,501,5051,,,CST,Y,34.6716,34.4797566,-92.9269,-93.0345562,(501) 922-4191,Y,Y,18,Private,1995,Tom Clark,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00-$75.00,$75 wknd,3 days,,,,,,,
224,Belvedere Country Club,385 Belvedere Dr,Hot Springs,AR,71901,,USA,Garland,501,5051,,,CST,Y,34.5331,34.545253,-93.0035,-93.009469,(501) 623-2305,Y,Y,18,Semi-private,1949,Herman Hackbarth,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$55.00-$65.00,$65 wknd,1 days,,,,,,,
226,"Hillhigh Hotel, Spa & Golf Resort",900 S 4th St,Horseshoe Bend,AR,72512,,USA,Izard,870,5065,,,CST,Y,36.1501,36.2178145,-91.7453,-91.7601768,(870) 670-5141,Y,N,18,Resort,1978,N/A,Open all year,Open,Shirt and shoes required,$10.00,$10 wknd,7 days,,,,,,,
227,Diamondhead Golf Club,245 Indpendence Dr,Lake Hamilton,AR,71913,,USA,Garland,501,5051,,,CST,Y,34.4476,34.4373892,-93.1429,-92.9490747,(501) 262-3734,Y,Y,18,Semi-private,1972,Norman Henderson,Open all year,Open,No tank tops or cutoffs,$12.00-$28.00,$27 wknd,7 days,,,,,,,
228,Pineview Course at Hot Springs Golf & Country Club,101 Country Club Dr,Hot Springs,AR,71901,,USA,Garland,501,5051,,,CST,Y,34.5331,34.480724,-93.0035,-93.0296877,(501) 624-2661,Y,N,45,Semi-private,0,Bert Meade,Open all year,Open,No tank tops or cutoffs,$15.00-$30.00,,,,,,,,,
229,Hope Country Club,3605 Patmos Rd,Hope,AR,71801,,USA,Hempstead,870,5057,,,CST,Y,33.6362,33.6313705,-93.5878,-93.5794401,(870) 777-8182,Y,N,18,Private,0,,Open all year,Reciprocal,"Collared shirt, no cutoffs, denim OK",$25.00,$25 wknd,3 days,,,,,,,
230,Island Course at Holiday Island Country Club,1 Country Club Dr,Eureka Springs,AR,72631,,USA,Carroll,479,5015,,,CST,Y,36.4778,36.461075,-93.7346,-93.7257712,(501) 253-9511,Y,N,27,Private,1970,John Allen,Open all year,Reciprocal,No tank tops or cutoffs,$16.00-$27.00,,,,,,,,,
232,Harrison Country Club,Hwy 62 65 N,Harrison,AR,72601,,USA,Boone,870,5009,,,CST,Y,36.2615,36.265018,-93.1062,-93.136076,(870) 741-4947,Y,Y,18,Semi-private,1927,N/A,Open all year,Open,No tank tops or cutoffs,$12.74-$26.53,$26.53 wknd,2 days,,,,,,,
233,Thunderbird Country Club,2909 Case Ford Rd,Heber Springs,AR,72543,,USA,Cleburne,501,5023,,,CST,Y,35.6262,35.5231313,-92.064,-92.0399984,(501) 362-5200,Y,N,9,Semi-private,1957,Johnny Bulla,Open all year,Open,No tank tops or cutoffs,$12.00-$18.00,$49 wknd,7 days,,,,,,,
234,Red Apple Inn & Country Club,325 Club Dr,Heber Springs,AR,72543,,USA,Cleburne,501,5023,,,CST,Y,35.6262,35.4966066,-92.064,-92.1063219,(501) 362-3131,N,Y,18,Resort,1981,Gary Panks,Open all year,Closed,"Collared shirt, no other requirements",$16.00-$30.00,,,,,,,,,
235,Lost Creek Golf Club,1104 Industrial Park Rd,Heber Springs,AR,72543,,USA,Cleburne,501,5023,,,CST,Y,35.6262,35.5058055,-92.064,-91.96382,(501) 362-2582,Y,N,18,Semi-private,1990,Stan Lee,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$10.00-$20.00,$10 wknd,6 days,,,,,,,
236,Grand Prairie Country Club,Country Club Rd,Hazen,AR,72064,,USA,Prairie,870,5117,,,CST,Y,34.7916,34.8284525,-91.5681,-91.5752228,(870) 255-3043,Y,N,9,Semi-private,1964,N/A,Open all year (closed on Mondays),Open,"Collared shirt, no other requirements",$7.50-$20.00,$40 wknd,3 days,,,,,,,
237,Vache Grasse Country Club,Country Club Dr,Greenwood,AR,72936,,USA,Sebastian,479,5131,2720,,CST,Y,35.1865,35.2015311,-94.226,-94.224949,(501) 996-4191,Y,N,18,Semi-private,1969,Bill Martin,Open all year,Open,No tank tops or cutoffs,$12.00-$15.00,,,,,,,,,
238,Persimmon Ridge Golf Club,1 Fairway Dr,Greenbrier,AR,72058,,USA,Faulkner,501,5045,4400,,CST,Y,35.2494,35.2865124,-92.313,-92.3191641,(501) 679-5423,Y,Y,9,Semi-private,1998,Scott May,Open all year,Open,No dress code,$13.00 -$24.00,$57 wknd,7 days,,,,,,,
240,Hardscrabble Country Club,5211 S Cliff Dr,Fort Smith,AR,72903,,USA,Sebastian,479,5131,2720,,CST,Y,35.3363,35.3427411,-94.3712,-94.3840415,(501) 782-7211,Y,Y,18,Private,1926,Herman Hackbarth,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no cutoffs, denim OK",$70.00-$90.00,$90 wknd,30 days,,,,,,,
242,Fox Hills Country Club,2005 Country Club Ave,Fort Smith,AR,72901,,USA,Sebastian,479,5131,2720,,CST,Y,35.3642,35.3571053,-94.4158,-94.4130269,(870) 236-7847,Y,N,9,Semi-private,1926,N/A,Open all year,Open,Shirt and shoes required,$13.00-$18.00,$18 wknd,Yes,,,,,,,
243,Fianna Hills Country Club,1 Essex Pl,Fort Smith,AR,72908,,USA,Sebastian,479,5131,2720,,CST,Y,35.3066,35.291438,-94.4123,-94.413529,(501) 646-7861,Y,N,18,Private,1973,James L. Holmes,Open all year (closed on Mondays),Reciprocal,No tank tops or cutoffs,$50.00,$50 wknd,Yes,,,,,,,
245,Forrest City Country Club,922 E Cross Ave,Forrest City,AR,72335,,USA,Saint Francis,870,5123,,,CST,Y,35.0264,35.0081708,-90.8596,-90.7796087,(870) 633-3380,Y,Y,18,Private,1940,N/A,Open all year (closed on Mondays),Reciprocal,No tank tops or cutoffs,$30.00,$30 wknd,Yes,,,,,,,
246,Fordyce Country Club,W 2nd,Fordyce,AR,71742,,USA,Dallas,870,5039,,,CST,Y,33.8659,33.8109334,-92.4841,-92.4194746,(870) 352-2264,N,Y,9,Private,1960,N/A,Open all year (closed on Mondays),Closed,No tank tops or cutoffs,$5.00-$10.00,$10 wknd,Yes,,,,,,,
248,Paradise Valley,3728 N Old Missouri Rd,Fayetteville,AR,72703,,USA,Washington,479,5143,2580,,CST,Y,36.1065,36.11743,-94.2715,-94.126941,(501) 521-5841,Y,Y,18,Private,1957,Lawrence Hughes,Open all year,Closed,No dress code,$18.00-$35.00,,,,,,,,,
249,Fayetteville Country Club,3335 Country Club Dr,Fayetteville,AR,72701,,USA,Washington,479,5143,2580,,CST,Y,35.9902,36.030068,-94.083,-94.1565004,(501) 442-5112,Y,N,18,Private,1927,N/A,Open all year,Reciprocal,"Collared shirt, no cutoffs, denim OK",$50.00,$50 wknd,Yes,,,,,,,
251,Mountain Ranch Golf Club at Fairfield Bay,820 Lost Creek Pkwy,Fairfield Bay,AR,72088,,USA,Van Buren,501,5141,,,CST,Y,35.6243,35.6142191,-92.2456,-92.2753074,(501) 884-3400,N,Y,18,Resort,1982,Ed Ault,Open all year,Open,No tank tops or cutoffs,$35.00-$62.00,$62 wknd,14 days,,,,,,,
252,Indian Hills Golf Course at Fairfield Bay,1008 Snead Dr,Fairfield Bay,AR,72088,,USA,Van Buren,501,5141,,,CST,Y,35.6243,35.6235577,-92.2456,-92.2499299,(501) 884-3852,Y,N,,Private,1983,Ed Ault,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$12.00-$18.00,$18 wknd,14 days,,,,,,,
254,El Dorado Golf & Country Club,101 Shadyside,El Dorado,AR,71730,,USA,Union,870,5139,,,CST,Y,33.1732,33.2392392,-92.6868,-92.6609221,(870) 863-7380,Y,Y,18,Private,1927,Herman Hackbarth,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no cutoffs, denim OK",$15.00-$20.00,$20 wknd,Yes,,,,,,,
256,Oak Hills Country Club,Arkansas 1,De Witt,AR,72042,,USA,Arkansas,870,5001,,,CST,Y,34.1937,34.3176279,-91.3321,-91.2788596,(870) 946-3891,Y,Y,9,Private,0,N/A,Open all year (closed on Mondays),Closed,Shirt and shoes required,$10.00,$100 wknd,3 days,,,,,,,
257,DeQueen Country Club,Route 3 Hwy 70-71,De Queen,AR,71832,,USA,Sevier,870,5133,,,CST,Y,34.0794,34.0378916,-94.3022,-94.3413168,,Y,Y,9,Private,1926,N/A,Open all year,Reciprocal,No tank tops or cutoffs,$10.00-$20.00,$20 wknd,Yes,,,,,,,
258,Bay Ridge Boat & Golf Club,Bay Ridge Rd,Dardanelle,AR,72834,,USA,Yell,479,5149,,,CST,Y,35.1648,35.2556821,-93.2292,-93.207513,(479) 229-4162,Y,Y,18,Semi-private,1969,N/A,Open all year,Open,No tank tops or cutoffs,$20.00,$20 wknd,Yes,,,,,,,
259,Chamberlyne Country Club,Arkansas 27 &amp; Arkansas 154,Danville,AR,72833,,USA,Yell,479,5149,,,CST,Y,35.0016,35.0979126,-93.5121,-93.3709903,(501) 495-4110,Y,Y,18,Private,1997,John Ed Chambers III,Open all year (closed on Mondays),Closed,Shirt and shoes required,$22.50-$53.50,$53.50 wknd,3 days,,,,,,,
263,Conway Country Club,555 Country Club Rd,Conway,AR,72034,,USA,Faulkner,501,5045,4400,,CST,Y,35.0886,35.0862318,-92.4419,-92.4804744,(501) 450-9159,Y,Y,18,Private,1950,N/A,Open all year,Closed,"Collared shirt, no cutoffs, denim OK",$20.00-$25.00,$25 wknd,Yes,,,,,,,
264,Centennial Valley Golf & Athletic Club,1600 Centennial Club Dr,Conway,AR,72034,,USA,Faulkner,501,5045,4400,,CST,Y,35.0886,35.1015182,-92.4419,-92.5024295,(501) 513-2522,Y,Y,18,Private,1998,Lindy Lindsey,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no cutoffs, denim OK",$45.00,$45 wknd,2 days,,,,,,,
266,Cadron Valley Country Club,3420 Irby Dr,Conway,AR,72034,,USA,Faulkner,501,5045,4400,,CST,Y,35.0886,35.1070878,-92.4419,-92.4836612,(501) 327-0013,Y,N,18,Semi-private,0,Jim Miller,Open all year,Open,No tank tops or cutoffs,$12.00-$15.00,$15 wknd,Yes,,,,,,,
267,Clarksville Country Club,497 W Country Club Rd,Clarksville,AR,72830,,USA,Johnson,479,5071,,,CST,Y,35.5857,35.4506901,-93.4616,-93.4943713,(501) 754-3026,Y,N,9,Private,1959,N/A,Open all year (closed on Mondays),Reciprocal,Shirt and shoes required,$13.00,$15 wknd,Yes,,,,,,,
268,South Course at Cherokee Village,Laguna Dr,Cherokee Village,AR,72529,,USA,Sharp,870,5135,,,CST,Y,36.3017,36.288244,-91.5669,-91.5952205,(870) 257-3430,Y,N,36,Semi-private,1974,Ed Ault,Open all year,Open,"Collared shirt, no cutoffs, denim OK",$18.00-$30.00,,,,,,,,,
